BeginAnalysis,,
_AnalysisName," ""Run101620-2_Material Y_Analysis 94624.mss""",
_MethodName," ""Method 123468_06-Peel Strength.msm""",
InitialSpeed,305,"  ""mm/min"""
DataRate,50,"  ""Hz"""
EndPoint,40,"  ""mm"""
GageLength,50,"  ""mm"""
PeelEndExt,40,"  ""mm"""
StartPoint,3,"  ""mm"""
BeginSample,,
AverageLoad,1.07,"  ""N"""
AvgNPeaks,2.66,"  ""N"""
PeakLoad,3.04,"  ""N"""
PeelEnd,402,"  """""
PeelStart,38,"  """""
BeginData,,
_Load, SlackExt,
N," ""mm""",
2.51,25.633,
2.57,25.734,
2.62,25.837,
2.68,25.938,
2.74,26.04,
2.72,26.142,
2.66,26.243,
2.67,26.345,
2.69,26.448,
2.67,26.548,
2.67,26.65,
2.67,26.752,
2.71,26.853,
2.78,26.955,
2.79,27.057,
2.76,27.158,
2.78,27.261,
2.79,27.362,
2.75,27.463,
2.68,27.566,
2.68,27.667,
2.7,27.769,
2.7,27.87,
2.68,27.972,
2.67,28.073,
2.69,28.176,
2.71,28.276,
2.7,28.378,
2.75,28.48,
2.84,28.581,
2.92,28.684,
2.95,28.786,
2.99,28.886,
3.08,28.989,
3.13,29.09,
3.14,29.192,
3.1,29.294,
3.03,29.395,
3,29.497,
3.01,29.599,
3.05,29.7,
3,29.801,
2.72,29.904,
2.55,30.005,
2.59,30.107,
2.64,30.209,
2.65,30.31,
2.65,30.412,
2.63,30.514,
2.58,30.615,
2.56,30.717,
2.55,30.818,
2.37,30.92,
2.1,31.022,
2.06,31.123,
2.09,31.226,
2.11,31.327,
2.11,31.428,
2.13,31.53,
2.14,31.633,
2.08,31.733,
2.06,31.835,
2.1,31.937,
2.1,32.038,
1.96,32.14,
1.71,32.242,
1.6,32.343,
1.62,32.445,
1.62,32.547,
1.53,32.648,
1.4,32.751,
1.37,32.852,
1.37,32.954,
1.33,33.055,
1.14,33.157,
0.95,33.258,
0.92,33.361,
0.93,33.461,
0.92,33.564,
0.93,33.665,
0.89,33.766,
0.84,33.869,
0.82,33.97,
0.84,34.071,
0.86,34.174,
0.88,34.275,
0.9,34.377,
0.92,34.479,
0.93,34.58,
0.93,34.682,
0.92,34.784,
0.87,34.885,
0.8,34.987,
0.77,35.089,
0.73,35.19,
0.7,35.292,
0.71,35.394,
0.7,35.495,
0.68,35.597,
0.68,35.699,
0.69,35.8,
0.7,35.902,
0.71,36.003,
0.72,36.105,
0.73,36.207,
0.75,36.308,
0.75,36.41,
0.75,36.512,
0.73,36.613,
0.73,36.715,
0.7,36.817,
0.61,36.918,
0.53,37.02,
0.49,37.122,
0.37,37.223,
0.25,37.325,
0.23,37.427,
0.22,37.528,
0.22,37.631,
0.23,37.732,
0.23,37.833,
0.23,37.936,
0.23,38.037,
0.23,38.138,
0.24,38.24,
0.24,38.342,
0.24,38.443,
0.24,38.545,
0.24,38.646,
0.24,38.749,
0.25,38.85,
0.25,38.951,
0.25,39.054,
0.25,39.155,
0.25,39.256,
0.25,39.359,
0.26,39.46,
0.26,39.561,
0.26,39.664,
0.26,39.765,
0.27,39.867,
0.27,39.969,
0.27,40.07,
0.27,40.172,
0.27,40.274,
0.27,40.375,
0.27,40.477,
0.28,40.579,
0.28,40.68,
0.28,40.782,
0.28,40.883,
0.28,40.985,
0.27,41.087,
0.2,41.188,
0.13,41.29,
0.12,41.392,
0.12,41.493,
0.12,41.595,
0.12,41.697,
0.12,41.798,
0.11,41.9,
0.07,42.002,
0.05,42.103,
0.04,42.206,
0.04,42.307,
0.04,42.408,
0.04,42.51,
0.05,42.612,
0.05,42.713,
0.05,42.816,
0.05,42.917,
0.05,43.018,
0.05,43.12,
0.05,43.222,
0.05,43.324,
0.05,43.426,
0.05,43.526,
0.05,43.628,
0.05,43.73,
0.05,43.831,
0.05,43.934,
0.05,44.035,
0.05,44.136,
0.05,44.239,
0.05,44.34,
0.05,44.441,
0.05,44.544,
0.05,44.645,
0.05,44.746,
0.06,44.849,
0.06,44.95,
0.05,45.035,
0.05,45.035,
EndData,,
EndSample,,
EndAnalysis,,
